#  L TT            EE            BB            TE            PP            PT            PE           
3983 4.0297364e+00 1.1432189e-01 1.0714189e-02 -1.6556224e-01 7.1598187e-10 5.9466935e-08 5.3375288e-10
3984 4.0225782e+00 1.1405652e-01 1.0708007e-02 -1.6503251e-01 7.1569624e-10 5.9372381e-08 5.3911076e-10
3985 4.0152064e+00 1.1379231e-01 1.0701916e-02 -1.6450311e-01 7.1541064e-10 5.9277850e-08 5.4439515e-10
3986 4.0080545e+00 1.1352945e-01 1.0695746e-02 -1.6397415e-01 7.1512539e-10 5.9183362e-08 5.4960584e-10
3987 4.0006890e+00 1.1326776e-01 1.0689668e-02 -1.6344565e-01 7.1484015e-10 5.9088902e-08 5.5474228e-10
3988 3.9935440e+00 1.1300742e-01 1.0683509e-02 -1.6291769e-01 7.1455511e-10 5.8994497e-08 5.5980433e-10
3989 3.9861852e+00 1.1274827e-01 1.0677443e-02 -1.6239033e-01 7.1427042e-10 5.8900154e-08 5.6479162e-10
3990 3.9790471e+00 1.1249047e-01 1.0671296e-02 -1.6186364e-01 7.1398574e-10 5.8805857e-08 5.6970363e-10
3991 3.9716954e+00 1.1223386e-01 1.0665241e-02 -1.6133766e-01 7.1370143e-10 5.8711641e-08 5.7454026e-10
3992 3.9645649e+00 1.1197862e-01 1.0659107e-02 -1.6081247e-01 7.1341713e-10 5.8617491e-08 5.7930097e-10
3993 3.9572208e+00 1.1172457e-01 1.0653064e-02 -1.6028811e-01 7.1313318e-10 5.8523426e-08 5.8398555e-10
3994 3.9500981e+00 1.1147189e-01 1.0646941e-02 -1.5976466e-01 7.1284925e-10 5.8429432e-08 5.8859343e-10
3995 3.9427618e+00 1.1122041e-01 1.0640909e-02 -1.5924217e-01 7.1256568e-10 5.8335543e-08 5.9312457e-10
3996 3.9356475e+00 1.1097029e-01 1.0634798e-02 -1.5872070e-01 7.1228212e-10 5.8241744e-08 5.9757839e-10
3997 3.9283196e+00 1.1072138e-01 1.0628779e-02 -1.5820031e-01 7.1199892e-10 5.8148056e-08 6.0195469e-10
3998 3.9212141e+00 1.1047384e-01 1.0622679e-02 -1.5768105e-01 7.1171573e-10 5.8054462e-08 6.0625290e-10
3999 3.9138950e+00 1.1022750e-01 1.0616671e-02 -1.5716299e-01 7.1143290e-10 5.7960998e-08 6.1047298e-10
4000 3.9067987e+00 1.0998254e-01 1.0610583e-02 -1.5664616e-01 7.1115008e-10 5.7867649e-08 6.1461435e-10
4001 3.8994888e+00 1.0973878e-01 1.0604588e-02 -1.5613065e-01 7.1086762e-10 5.7774433e-08 6.1867690e-10
4002 3.8924023e+00 1.0949638e-01 1.0598511e-02 -1.5561649e-01 7.1058517e-10 5.7681336e-08 6.2266051e-10
4003 3.8851023e+00 1.0925519e-01 1.0592527e-02 -1.5510374e-01 7.1030308e-10 5.7588390e-08 6.2656566e-10
4004 3.8780260e+00 1.0901537e-01 1.0586462e-02 -1.5459247e-01 7.1002100e-10 5.7495578e-08 6.3039232e-10
4005 3.8707362e+00 1.0877674e-01 1.0580489e-02 -1.5408271e-01 7.0973927e-10 5.7402919e-08 6.3414081e-10
4006 3.8636707e+00 1.0853948e-01 1.0574436e-02 -1.5357453e-01 7.0945756e-10 5.7310396e-08 6.3781111e-10
4007 3.8563917e+00 1.0830341e-01 1.0568475e-02 -1.5306797e-01 7.0917603e-10 5.7218037e-08 6.4140361e-10
4008 3.8493377e+00 1.0806871e-01 1.0562433e-02 -1.5256310e-01 7.0889486e-10 5.7125843e-08 6.4491852e-10
4009 3.8420701e+00 1.0783519e-01 1.0556484e-02 -1.5205995e-01 7.0861369e-10 5.7033801e-08 6.4835578e-10
4010 3.8350279e+00 1.0760303e-01 1.0550454e-02 -1.5155857e-01 7.0833288e-10 5.6941941e-08 6.5171589e-10
4011 3.8277722e+00 1.0737205e-01 1.0544516e-02 -1.5105903e-01 7.0805209e-10 5.6850249e-08 6.5499880e-10
4012 3.8207424e+00 1.0714242e-01 1.0538497e-02 -1.5056136e-01 7.0777164e-10 5.6758741e-08 6.5820486e-10
4013 3.8134994e+00 1.0691396e-01 1.0532571e-02 -1.5006563e-01 7.0749121e-10 5.6667403e-08 6.6133402e-10
4014 3.8064826e+00 1.0668684e-01 1.0526563e-02 -1.4957186e-01 7.0721114e-10 5.6576266e-08 6.6438677e-10
4015 3.7992527e+00 1.0646089e-01 1.0520649e-02 -1.4908011e-01 7.0693107e-10 5.6485315e-08 6.6736307e-10
4016 3.7922494e+00 1.0623627e-01 1.0514653e-02 -1.4859043e-01 7.0665136e-10 5.6394567e-08 6.7026326e-10
4017 3.7850333e+00 1.0601281e-01 1.0508749e-02 -1.4810285e-01 7.0637165e-10 5.6304007e-08 6.7308729e-10
4018 3.7780444e+00 1.0579067e-01 1.0502765e-02 -1.4761743e-01 7.0609230e-10 5.6213667e-08 6.7583567e-10
4019 3.7708426e+00 1.0556967e-01 1.0496873e-02 -1.4713421e-01 7.0581297e-10 5.6123530e-08 6.7850834e-10
4020 3.7638685e+00 1.0534999e-01 1.0490899e-02 -1.4665323e-01 7.0553398e-10 5.6033616e-08 6.8110564e-10
4021 3.7566817e+00 1.0513143e-01 1.0485019e-02 -1.4617453e-01 7.0525500e-10 5.5943908e-08 6.8362753e-10
4022 3.7497232e+00 1.0491418e-01 1.0479057e-02 -1.4569815e-01 7.0497638e-10 5.5854439e-08 6.8607450e-10
4023 3.7425520e+00 1.0469805e-01 1.0473188e-02 -1.4522413e-01 7.0469776e-10 5.5765191e-08 6.8844651e-10
4024 3.7356097e+00 1.0448320e-01 1.0467237e-02 -1.4475251e-01 7.0441950e-10 5.5676185e-08 6.9074391e-10
4025 3.7284548e+00 1.0426946e-01 1.0461379e-02 -1.4428333e-01 7.0414125e-10 5.5587403e-08 6.9296663e-10
4026 3.7215294e+00 1.0405699e-01 1.0455440e-02 -1.4381664e-01 7.0386335e-10 5.5498878e-08 6.9511518e-10
4027 3.7143914e+00 1.0384561e-01 1.0449594e-02 -1.4335245e-01 7.0358546e-10 5.5410593e-08 6.9718952e-10
4028 3.7074834e+00 1.0363549e-01 1.0443665e-02 -1.4289082e-01 7.0330791e-10 5.5322568e-08 6.9918998e-10
4029 3.7003631e+00 1.0342645e-01 1.0437830e-02 -1.4243176e-01 7.0303038e-10 5.5234787e-08 7.0111651e-10
4030 3.6934732e+00 1.0321865e-01 1.0431913e-02 -1.4197532e-01 7.0275320e-10 5.5147280e-08 7.0296963e-10
4031 3.6863711e+00 1.0301190e-01 1.0426089e-02 -1.4152154e-01 7.0247603e-10 5.5060032e-08 7.0474926e-10
4032 3.6795001e+00 1.0280638e-01 1.0420184e-02 -1.4107043e-01 7.0219920e-10 5.4973063e-08 7.0645578e-10
4033 3.6724169e+00 1.0260190e-01 1.0414371e-02 -1.4062203e-01 7.0192239e-10 5.4886355e-08 7.0808910e-10
4034 3.6655654e+00 1.0239863e-01 1.0408476e-02 -1.4017637e-01 7.0164576e-10 5.4799934e-08 7.0964967e-10
4035 3.6585019e+00 1.0219638e-01 1.0402675e-02 -1.3973349e-01 7.0136947e-10 5.4713804e-08 7.1113767e-10
4036 3.6516705e+00 1.0199532e-01 1.0396792e-02 -1.3929340e-01 7.0109320e-10 5.4627950e-08 7.1255304e-10
4037 3.6446271e+00 1.0179526e-01 1.0391001e-02 -1.3885614e-01 7.0081727e-10 5.4542403e-08 7.1389630e-10
4038 3.6378166e+00 1.0159638e-01 1.0385129e-02 -1.3842172e-01 7.0054135e-10 5.4457149e-08 7.1516738e-10
4039 3.6307943e+00 1.0139848e-01 1.0379350e-02 -1.3799019e-01 7.0026578e-10 5.4372204e-08 7.1636664e-10
4040 3.6240053e+00 1.0120172e-01 1.0373489e-02 -1.3756155e-01 6.9999022e-10 5.4287553e-08 7.1749402e-10
4041 3.6170045e+00 1.0100594e-01 1.0367721e-02 -1.3713583e-01 6.9971500e-10 5.4203228e-08 7.1855003e-10
4042 3.6102377e+00 1.0081128e-01 1.0361871e-02 -1.3671306e-01 6.9943980e-10 5.4119214e-08 7.1953461e-10
4043 3.6032594e+00 1.0061756e-01 1.0356114e-02 -1.3629326e-01 6.9916494e-10 5.4035527e-08 7.2044811e-10
4044 3.5965153e+00 1.0042495e-01 1.0350275e-02 -1.3587644e-01 6.9889009e-10 5.3952154e-08 7.2129046e-10
4045 3.5895599e+00 1.0023326e-01 1.0344529e-02 -1.3546263e-01 6.9861558e-10 5.3869125e-08 7.2206220e-10
4046 3.5828393e+00 1.0004266e-01 1.0338701e-02 -1.3505185e-01 6.9834108e-10 5.3786424e-08 7.2276326e-10
4047 3.5759076e+00 9.9852963e-02 1.0332966e-02 -1.3464411e-01 6.9806693e-10 5.3704070e-08 7.2339398e-10
4048 3.5692112e+00 9.9664326e-02 1.0327149e-02 -1.3423942e-01 6.9779279e-10 5.3622048e-08 7.2395429e-10
4049 3.5623039e+00 9.9476564e-02 1.0321426e-02 -1.3383781e-01 6.9751899e-10 5.3540389e-08 7.2444474e-10
4050 3.5556325e+00 9.9289846e-02 1.0315619e-02 -1.3343929e-01 6.9724520e-10 5.3459076e-08 7.2486524e-10
4051 3.5487501e+00 9.9103980e-02 1.0309907e-02 -1.3304386e-01 6.9697176e-10 5.3378128e-08 7.2521619e-10
4052 3.5421041e+00 9.8919132e-02 1.0304112e-02 -1.3265156e-01 6.9669832e-10 5.3297528e-08 7.2549762e-10
4053 3.5352473e+00 9.8735115e-02 1.0298410e-02 -1.3226238e-01 6.9642523e-10 5.3217302e-08 7.2571022e-10
4054 3.5286276e+00 9.8552092e-02 1.0292626e-02 -1.3187633e-01 6.9615214e-10 5.3137433e-08 7.2585407e-10
4055 3.5217971e+00 9.8369874e-02 1.0286935e-02 -1.3149343e-01 6.9587940e-10 5.3057935e-08 7.2592967e-10
4056 3.5152042e+00 9.8188627e-02 1.0281162e-02 -1.3111369e-01 6.9560667e-10 5.2978791e-08 7.2593710e-10
4057 3.5084006e+00 9.8008162e-02 1.0275482e-02 -1.3073711e-01 6.9533428e-10 5.2900028e-08 7.2587704e-10
4058 3.5018350e+00 9.7828641e-02 1.0269720e-02 -1.3036371e-01 6.9506189e-10 5.2821627e-08 7.2574956e-10
4059 3.4950591e+00 9.7649877e-02 1.0264051e-02 -1.2999347e-01 6.9478985e-10 5.2743605e-08 7.2555518e-10
4060 3.4885216e+00 9.7472035e-02 1.0258299e-02 -1.2962642e-01 6.9451782e-10 5.2665942e-08 7.2529396e-10
4061 3.4817737e+00 9.7294924e-02 1.0252642e-02 -1.2926256e-01 6.9424613e-10 5.2588667e-08 7.2496659e-10
4062 3.4752649e+00 9.7118710e-02 1.0246901e-02 -1.2890188e-01 6.9397444e-10 5.2511761e-08 7.2457314e-10
4063 3.4685458e+00 9.6943201e-02 1.0241254e-02 -1.2854440e-01 6.9370310e-10 5.2435238e-08 7.2411412e-10
4064 3.4620663e+00 9.6768563e-02 1.0235524e-02 -1.2819010e-01 6.9343176e-10 5.2359083e-08 7.2358961e-10
4065 3.4553766e+00 9.6594605e-02 1.0229888e-02 -1.2783901e-01 6.9316077e-10 5.2283320e-08 7.2300029e-10
4066 3.4489269e+00 9.6421494e-02 1.0224169e-02 -1.2749110e-01 6.9288978e-10 5.2207934e-08 7.2234622e-10
4067 3.4422670e+00 9.6249037e-02 1.0218544e-02 -1.2714639e-01 6.9261913e-10 5.2132937e-08 7.2162792e-10
4068 3.4358477e+00 9.6077400e-02 1.0212835e-02 -1.2680486e-01 6.9234849e-10 5.2058313e-08 7.2084547e-10
4069 3.4292182e+00 9.5906391e-02 1.0207221e-02 -1.2646653e-01 6.9207818e-10 5.1984089e-08 7.1999954e-10
4070 3.4228299e+00 9.5736177e-02 1.0201523e-02 -1.2613137e-01 6.9180789e-10 5.1910247e-08 7.1909021e-10
4071 3.4162315e+00 9.5566566e-02 1.0195920e-02 -1.2579940e-01 6.9153793e-10 5.1836801e-08 7.1811799e-10
4072 3.4098747e+00 9.5397723e-02 1.0190233e-02 -1.2547059e-01 6.9126798e-10 5.1763734e-08 7.1708295e-10
4073 3.4033077e+00 9.5229457e-02 1.0184640e-02 -1.2514496e-01 6.9099837e-10 5.1691074e-08 7.1598577e-10
4074 3.3969830e+00 9.5061933e-02 1.0178963e-02 -1.2482248e-01 6.9072876e-10 5.1618801e-08 7.1482653e-10
4075 3.3904482e+00 9.4894962e-02 1.0173382e-02 -1.2450315e-01 6.9045950e-10 5.1546931e-08 7.1360573e-10
4076 3.3841558e+00 9.4728707e-02 1.0167716e-02 -1.2418697e-01 6.9019024e-10 5.1475447e-08 7.1232346e-10
4077 3.3776536e+00 9.4562978e-02 1.0162145e-02 -1.2387391e-01 6.8992131e-10 5.1404375e-08 7.1098039e-10
4078 3.3713943e+00 9.4397939e-02 1.0156490e-02 -1.2356398e-01 6.8965239e-10 5.1333698e-08 7.0957659e-10
4079 3.3649251e+00 9.4233401e-02 1.0150929e-02 -1.2325715e-01 6.8938381e-10 5.1263429e-08 7.0811258e-10
4080 3.3586993e+00 9.4069528e-02 1.0145285e-02 -1.2295342e-01 6.8911524e-10 5.1193553e-08 7.0658842e-10
4081 3.3522636e+00 9.3906129e-02 1.0139735e-02 -1.2265278e-01 6.8884700e-10 5.1124094e-08 7.0500481e-10
4082 3.3460717e+00 9.3743371e-02 1.0134101e-02 -1.2235520e-01 6.8857877e-10 5.1055037e-08 7.0336181e-10
4083 3.3396701e+00 9.3581059e-02 1.0128562e-02 -1.2206068e-01 6.8831087e-10 5.0986395e-08 7.0165993e-10
4084 3.3335125e+00 9.3419364e-02 1.0122939e-02 -1.2176920e-01 6.8804298e-10 5.0918151e-08 6.9989925e-10
4085 3.3271451e+00 9.3258092e-02 1.0117411e-02 -1.2148074e-01 6.8777542e-10 5.0850332e-08 6.9808045e-10
4086 3.3210225e+00 9.3097408e-02 1.0111798e-02 -1.2119529e-01 6.8750787e-10 5.0782920e-08 6.9620360e-10
4087 3.3146900e+00 9.2937124e-02 1.0106280e-02 -1.2091283e-01 6.8724065e-10 5.0715930e-08 6.9426921e-10
4088 3.3086025e+00 9.2777404e-02 1.0100678e-02 -1.2063334e-01 6.8697344e-10 5.0649344e-08 6.9227736e-10
4089 3.3023050e+00 9.2618056e-02 1.0095171e-02 -1.2035680e-01 6.8670656e-10 5.0583189e-08 6.9022872e-10
4090 3.2962531e+00 9.2459249e-02 1.0089579e-02 -1.2008320e-01 6.8643969e-10 5.0517448e-08 6.8812338e-10
4091 3.2899912e+00 9.2300789e-02 1.0084083e-02 -1.1981250e-01 6.8617315e-10 5.0452134e-08 6.8596183e-10
4092 3.2839752e+00 9.2142846e-02 1.0078502e-02 -1.1954470e-01 6.8590661e-10 5.0387232e-08 6.8374416e-10
4093 3.2777492e+00 9.1985226e-02 1.0073016e-02 -1.1927976e-01 6.8564041e-10 5.0322766e-08 6.8147104e-10
4094 3.2717695e+00 9.1828098e-02 1.0067445e-02 -1.1901767e-01 6.8537421e-10 5.0258720e-08 6.7914255e-10
4095 3.2655798e+00 9.1671270e-02 1.0061970e-02 -1.1875840e-01 6.8510835e-10 5.0195109e-08 6.7675920e-10
4096 3.2596367e+00 9.1514909e-02 1.0056409e-02 -1.1850194e-01 6.8484241e-10 5.0131915e-08 6.7432107e-10
4097 3.2534834e+00 9.1358826e-02 1.0050945e-02 -1.1824825e-01 6.8457688e-10 5.0069164e-08 6.7182882e-10
4098 3.2475772e+00 9.1203186e-02 1.0045395e-02 -1.1799731e-01 6.8431136e-10 5.0006839e-08 6.6928255e-10
4099 3.2414608e+00 9.1047799e-02 1.0039941e-02 -1.1774910e-01 6.8404616e-10 4.9944955e-08 6.6668274e-10
4100 3.2355917e+00 9.0892834e-02 1.0034401e-02 -1.1750358e-01 6.8378098e-10 4.9883495e-08 6.6402950e-10
4101 3.2295124e+00 9.0738098e-02 1.0028957e-02 -1.1726074e-01 6.8351612e-10 4.9822483e-08 6.6132351e-10
4102 3.2236808e+00 9.0583762e-02 1.0023428e-02 -1.1702055e-01 6.8325127e-10 4.9761903e-08 6.5856504e-10
4103 3.2176388e+00 9.0429633e-02 1.0017995e-02 -1.1678298e-01 6.8298674e-10 4.9701765e-08 6.5575477e-10
4104 3.2118449e+00 9.0275880e-02 1.0012476e-02 -1.1654800e-01 6.8272222e-10 4.9642051e-08 6.5289301e-10
4105 3.2058404e+00 9.0122313e-02 1.0007053e-02 -1.1631559e-01 6.8245804e-10 4.9582786e-08 6.4998060e-10
4106 3.2000844e+00 8.9969101e-02 1.0001545e-02 -1.1608571e-01 6.8219385e-10 4.9523949e-08 6.4701784e-10
4107 3.1941177e+00 8.9816052e-02 9.9961327e-03 -1.1585834e-01 6.8192999e-10 4.9465554e-08 6.4400543e-10
4108 3.1883997e+00 8.9663337e-02 9.9906347e-03 -1.1563344e-01 6.8166614e-10 4.9407582e-08 6.4094367e-10
4109 3.1824710e+00 8.9510766e-02 9.9852327e-03 -1.1541099e-01 6.8140262e-10 4.9350056e-08 6.3783340e-10
4110 3.1767912e+00 8.9358508e-02 9.9797450e-03 -1.1519096e-01 6.8113910e-10 4.9292958e-08 6.3467493e-10
4111 3.1709006e+00 8.9206372e-02 9.9743534e-03 -1.1497331e-01 6.8087591e-10 4.9236299e-08 6.3146893e-10
4112 3.1652593e+00 8.9054530e-02 9.9688760e-03 -1.1475801e-01 6.8061272e-10 4.9180062e-08 6.2821573e-10
4113 3.1594070e+00 8.8902791e-02 9.9634948e-03 -1.1454504e-01 6.8034986e-10 4.9124270e-08 6.2491615e-10
4114 3.1538042e+00 8.8751326e-02 9.9580276e-03 -1.1433436e-01 6.8008701e-10 4.9068905e-08 6.2157051e-10
4115 3.1479902e+00 8.8599945e-02 9.9526567e-03 -1.1412593e-01 6.7982448e-10 4.9013977e-08 6.1817949e-10
4116 3.1424261e+00 8.8448818e-02 9.9471998e-03 -1.1391973e-01 6.7956195e-10 4.8959470e-08 6.1474340e-10
4117 3.1366506e+00 8.8297756e-02 9.9418392e-03 -1.1371572e-01 6.7929975e-10 4.8905405e-08 6.1126307e-10
4118 3.1311251e+00 8.8146931e-02 9.9363925e-03 -1.1351387e-01 6.7903756e-10 4.8851766e-08 6.0773882e-10
4119 3.1253882e+00 8.7996151e-02 9.9310422e-03 -1.1331415e-01 6.7877569e-10 4.8798564e-08 6.0417132e-10
4120 3.1199015e+00 8.7845591e-02 9.9256058e-03 -1.1311651e-01 6.7851383e-10 4.8745780e-08 6.0056090e-10
4121 3.1142032e+00 8.7695059e-02 9.9202657e-03 -1.1292094e-01 6.7825229e-10 4.8693438e-08 5.9690838e-10
4122 3.1087554e+00 8.7544730e-02 9.9148394e-03 -1.1272739e-01 6.7799075e-10 4.8641520e-08 5.9321408e-10
4123 3.1030956e+00 8.7394411e-02 9.9095097e-03 -1.1253584e-01 6.7772954e-10 4.8590036e-08 5.8947867e-10
4124 3.0976867e+00 8.7244278e-02 9.9040935e-03 -1.1234623e-01 6.7746833e-10 4.8538970e-08 5.8570248e-10
4125 3.0920655e+00 8.7094141e-02 9.8987740e-03 -1.1215855e-01 6.7720745e-10 4.8488345e-08 5.8188632e-10
4126 3.0866954e+00 8.6944173e-02 9.8933680e-03 -1.1197275e-01 6.7694657e-10 4.8438141e-08 5.7803051e-10
4127 3.0811129e+00 8.6794185e-02 9.8880587e-03 -1.1178881e-01 6.7668602e-10 4.8388371e-08 5.7413574e-10
4128 3.0757816e+00 8.6644351e-02 9.8826628e-03 -1.1160668e-01 6.7642546e-10 4.8339017e-08 5.7020234e-10
4129 3.0702377e+00 8.6494483e-02 9.8773637e-03 -1.1142633e-01 6.7616524e-10 4.8290101e-08 5.6623109e-10
4130 3.0649451e+00 8.6344755e-02 9.8719779e-03 -1.1124772e-01 6.7590501e-10 4.8241606e-08 5.6222235e-10
4131 3.0594398e+00 8.6194976e-02 9.8666889e-03 -1.1107082e-01 6.7564511e-10 4.8193544e-08 5.5817678e-10
4132 3.0541860e+00 8.6045325e-02 9.8613132e-03 -1.1089560e-01 6.7538521e-10 4.8145896e-08 5.5409471e-10
4133 3.0487190e+00 8.5895610e-02 9.8560344e-03 -1.1072201e-01 6.7512563e-10 4.8098684e-08 5.4997694e-10
4134 3.0435038e+00 8.5746009e-02 9.8506687e-03 -1.1055002e-01 6.7486606e-10 4.8051893e-08 5.4582382e-10
4135 3.0380753e+00 8.5596331e-02 9.8454000e-03 -1.1037960e-01 6.7460681e-10 4.8005531e-08 5.4163600e-10
4136 3.0328986e+00 8.5446756e-02 9.8400443e-03 -1.1021070e-01 6.7434756e-10 4.7959583e-08 5.3741382e-10
4137 3.0275082e+00 8.5297093e-02 9.8347857e-03 -1.1004330e-01 6.7408864e-10 4.7914071e-08 5.3315809e-10
4138 3.0223700e+00 8.5147519e-02 9.8294401e-03 -1.0987735e-01 6.7382971e-10 4.7868976e-08 5.2886914e-10
4139 3.0170178e+00 8.4997848e-02 9.8241916e-03 -1.0971282e-01 6.7357111e-10 4.7824310e-08 5.2454763e-10
4140 3.0119177e+00 8.4848255e-02 9.8188559e-03 -1.0954968e-01 6.7331251e-10 4.7780056e-08 5.2019390e-10
4141 3.0066036e+00 8.4698553e-02 9.8136174e-03 -1.0938788e-01 6.7305423e-10 4.7736237e-08 5.1580876e-10
4142 3.0015416e+00 8.4548921e-02 9.8082917e-03 -1.0922740e-01 6.7279596e-10 4.7692833e-08 5.1139253e-10
4143 2.9962652e+00 8.4399170e-02 9.8030633e-03 -1.0906819e-01 6.7253800e-10 4.7649857e-08 5.0694589e-10
4144 2.9912411e+00 8.4249480e-02 9.7977475e-03 -1.0891021e-01 6.7228005e-10 4.7607292e-08 5.0246917e-10
4145 2.9860024e+00 8.4099660e-02 9.7925290e-03 -1.0875345e-01 6.7202242e-10 4.7565158e-08 4.9796317e-10
4146 2.9810161e+00 8.3949893e-02 9.7872232e-03 -1.0859784e-01 6.7176478e-10 4.7523440e-08 4.9342823e-10
4147 2.9758147e+00 8.3799989e-02 9.7820147e-03 -1.0844337e-01 6.7150747e-10 4.7482148e-08 4.8886500e-10
4148 2.9708659e+00 8.3650128e-02 9.7767188e-03 -1.0829000e-01 6.7125016e-10 4.7441265e-08 4.8427386e-10
4149 2.9657017e+00 8.3500122e-02 9.7715203e-03 -1.0813768e-01 6.7099317e-10 4.7400813e-08 4.7965555e-10
4150 2.9607902e+00 8.3350154e-02 9.7662342e-03 -1.0798639e-01 6.7073619e-10 4.7360774e-08 4.7501045e-10
4151 2.9556630e+00 8.3200035e-02 9.7610456e-03 -1.0783609e-01 6.7047952e-10 4.7321160e-08 4.7033922e-10
4152 2.9507885e+00 8.3049944e-02 9.7557693e-03 -1.0768674e-01 6.7022285e-10 4.7281951e-08 4.6564231e-10
4153 2.9456980e+00 8.2899697e-02 9.7505907e-03 -1.0753831e-01 6.6996650e-10 4.7243168e-08 4.6092056e-10
4154 2.9408603e+00 8.2749474e-02 9.7453243e-03 -1.0739077e-01 6.6971015e-10 4.7204793e-08 4.5617444e-10
4155 2.9358061e+00 8.2599089e-02 9.7401555e-03 -1.0724408e-01 6.6945412e-10 4.7166833e-08 4.5140470e-10
4156 2.9310050e+00 8.2448723e-02 9.7348989e-03 -1.0709820e-01 6.6919810e-10 4.7129271e-08 4.4661179e-10
4157 2.9259869e+00 8.2298188e-02 9.7297400e-03 -1.0695310e-01 6.6894239e-10 4.7092127e-08 4.4179657e-10
4158 2.9212220e+00 8.2147669e-02 9.7244931e-03 -1.0680875e-01 6.6868668e-10 4.7055381e-08 4.3695950e-10
4159 2.9162398e+00 8.1996978e-02 9.7193441e-03 -1.0666512e-01 6.6843129e-10 4.7019043e-08 4.3210132e-10
4160 2.9115108e+00 8.1846298e-02 9.7141070e-03 -1.0652216e-01 6.6817590e-10 4.6983094e-08 4.2722250e-10
4161 2.9065641e+00 8.1695442e-02 9.7089678e-03 -1.0637985e-01 6.6792083e-10 4.6947555e-08 4.2232389e-10
4162 2.9018706e+00 8.1544595e-02 9.7037404e-03 -1.0623816e-01 6.6766592e-10 4.6912411e-08 4.1740599e-10
4163 2.8969592e+00 8.1393570e-02 9.6986110e-03 -1.0609704e-01 6.6741100e-10 4.6877656e-08 4.1246941e-10
4164 2.8923009e+00 8.1242551e-02 9.6933933e-03 -1.0595647e-01 6.6715641e-10 4.6843299e-08 4.0751485e-10
4165 2.8874244e+00 8.1091352e-02 9.6882737e-03 -1.0581642e-01 6.6690182e-10 4.6809320e-08 4.0254282e-10
4166 2.8828011e+00 8.0940158e-02 9.6830656e-03 -1.0567686e-01 6.6664754e-10 4.6775739e-08 3.9755413e-10
4167 2.8779591e+00 8.0788781e-02 9.6779558e-03 -1.0553775e-01 6.6639327e-10 4.6742539e-08 3.9254927e-10
4168 2.8733703e+00 8.0637410e-02 9.6727574e-03 -1.0539905e-01 6.6613931e-10 4.6709728e-08 3.8752895e-10
4169 2.8685625e+00 8.0485855e-02 9.6676573e-03 -1.0526075e-01 6.6588535e-10 4.6677288e-08 3.8249369e-10
4170 2.8640078e+00 8.0334306e-02 9.6624685e-03 -1.0512281e-01 6.6563171e-10 4.6645238e-08 3.7744428e-10
4171 2.8592337e+00 8.0182574e-02 9.6573781e-03 -1.0498520e-01 6.6537807e-10 4.6613559e-08 3.7238122e-10
4172 2.8547129e+00 8.0030845e-02 9.6521990e-03 -1.0484789e-01 6.6512474e-10 4.6582262e-08 3.6730523e-10
4173 2.8499723e+00 7.9878935e-02 9.6471182e-03 -1.0471085e-01 6.6487142e-10 4.6551326e-08 3.6221680e-10
4174 2.8454849e+00 7.9727031e-02 9.6419486e-03 -1.0457406e-01 6.6461841e-10 4.6520773e-08 3.5711675e-10
4175 2.8407772e+00 7.9574945e-02 9.6368775e-03 -1.0443747e-01 6.6436540e-10 4.6490583e-08 3.5200557e-10
4176 2.8363228e+00 7.9422867e-02 9.6317175e-03 -1.0430107e-01 6.6411271e-10 4.6460766e-08 3.4688398e-10
4177 2.8316478e+00 7.9270608e-02 9.6266561e-03 -1.0416483e-01 6.6386002e-10 4.6431302e-08 3.4175248e-10
4178 2.8272259e+00 7.9118360e-02 9.6215056e-03 -1.0402871e-01 6.6360764e-10 4.6402212e-08 3.3661187e-10
4179 2.8225831e+00 7.8965933e-02 9.6164538e-03 -1.0389270e-01 6.6335527e-10 4.6373477e-08 3.3146265e-10
4180 2.8181935e+00 7.8813519e-02 9.6113128e-03 -1.0375676e-01 6.6310320e-10 4.6345106e-08 3.2630554e-10
4181 2.8135823e+00 7.8660931e-02 9.6062705e-03 -1.0362087e-01 6.6285114e-10 4.6317081e-08 3.2114104e-10
4182 2.8092245e+00 7.8508359e-02 9.6011390e-03 -1.0348501e-01 6.6259940e-10 4.6289421e-08 3.1596995e-10
4183 2.8046447e+00 7.8355617e-02 9.5961063e-03 -1.0334914e-01 6.6234765e-10 4.6262108e-08 3.1079277e-10
4184 2.8003182e+00 7.8202892e-02 9.5909843e-03 -1.0321325e-01 6.6209622e-10 4.6235151e-08 3.0561021e-10
4185 2.7957693e+00 7.8050003e-02 9.5859611e-03 -1.0307730e-01 6.6184479e-10 4.6208531e-08 3.0042279e-10
4186 2.7914737e+00 7.7897137e-02 9.5808486e-03 -1.0294128e-01 6.6159367e-10 4.6182268e-08 2.9523129e-10
4187 2.7869552e+00 7.7744110e-02 9.5758349e-03 -1.0280515e-01 6.6134255e-10 4.6156343e-08 2.9003623e-10
4188 2.7826901e+00 7.7591111e-02 9.5707317e-03 -1.0266891e-01 6.6109175e-10 4.6130766e-08 2.8483831e-10
4189 2.7782016e+00 7.7437956e-02 9.5657275e-03 -1.0253251e-01 6.6084110e-10 4.6105529e-08 2.7963812e-10
4190 2.7739664e+00 7.7284835e-02 9.5606337e-03 -1.0239595e-01 6.6059045e-10 4.6080619e-08 2.7443623e-10
